file_name,artist,genre
PA2A000280N000000000PAA.jpg,anon,roc
PA2A000281N000000000PAA.jpg,anon,roc
PA2A000284N000000000PAA.jpg,anon,roc
PA2A000287N000000000PAA.jpg,anon,roc
PA2A000407N000000000AA.jpg,anon,roc
PA2A000408N000000000AA.jpg,anon,roc
PA2A000045N000000000PAA.jpg,anon,roc
PA2A000047N000000000PAA.jpg,anon,roc
PA2A000054N000000000PAA.jpg,anon,roc
PB2A000888N000000000PAA.jpg,anon,roc
PB2A000889N000000000PAA.jpg,anon,roc
PB2A000891N000000000PAA.jpg,anon,roc
PB2A000892N000000000PAA.jpg,anon,roc
PB2A000893N000000000PAA.jpg,anon,roc
PB2A000895N000000000PAA.jpg,anon,roc
PB2A000896N000000000PAA.jpg,anon,roc
PB2A000898N000000000PAA.jpg,anon,roc
PB2A000935N000000000PAE.jpg,anon,roc
PB2A000999N000000000PAA.jpg,anon,roc
PB2A001012N000000000PAA.jpg,anon,roc
PB2A001231N000000000PAA.jpg,anon,roc
PB2A000850N000000006PAA.jpg,anon,qing
PB2A000850N000000008PAA.jpg,anon,qing
PB2A000850N000000009PAA.jpg,anon,qing
PB2A000850N000000010PAA.jpg,anon,qing
PB2A000850N000000011PAA.jpg,anon,qing
PB2A000850N000000012PAA.jpg,anon,qing
PB2A000885N000000001PAB.jpg,anon,qing
PB2A000885N000000002PAA.jpg,anon,qing
PB2A000885N000000003PAA.jpg,anon,qing
PB2A000885N000000004PAA.jpg,anon,qing
PB2A000885N000000005PAA.jpg,anon,qing
PB2A000885N000000006PAA.jpg,anon,qing
PB2A000885N000000007PAA.jpg,anon,qing
PB2A000885N000000008PAA.jpg,anon,qing
PB2A000885N000000009PAA.jpg,anon,qing
PB2A000885N000000010PAA.jpg,anon,qing
PB2A000885N000000011PAA.jpg,anon,qing
PB2A000885N000000012PAA.jpg,anon,qing
PB2A000886N000000001PAB.jpg,anon,qing
PB2A000886N000000002PAA.jpg,anon,qing
PB2A000886N000000003PAA.jpg,anon,qing
PB2A000886N000000004PAA.jpg,anon,qing
PB2A000886N000000005PAA.jpg,anon,qing
PB2A000886N000000006PAA.jpg,anon,qing
PB2A000886N000000007PAA.jpg,anon,qing
PB2A000886N000000008PAA.jpg,anon,qing
PB2A000886N000000009PAA.jpg,anon,qing
PB2A000886N000000010PAA.jpg,anon,qing
PB2A000886N000000011PAA.jpg,anon,qing
PA2A000136N000000000PAA.jpg,anon,tang
PA2A000292N000000000AA.JPG,anon,tang
PA2A000293N000000000PAB.jpg,anon,tang
PA2A000294N000000000AA.JPG,anon,tang
PA2A000295N000000000AA.JPG,anon,tang
PA2A000300N000000000PAA.jpg,anon,tang
PA2A000716N000000000PAB.jpg,anon,tang
PK2A001379N000000000PAJ.jpg,anon,tang
PK2A001380N000000000PAD.jpg,anon,tang
PK2A001381N000000000PAG.jpg,anon,tang
PK2A001382N000000000PAC.jpg,anon,tang
PK2A001383N000000000PAF.jpg,anon,tang
PK2A001386N000000000PAC.jpg,anon,tang
PK2A001387N000000000PAB.jpg,anon,tang
PK2A001388N000000000PAE.jpg,anon,tang
PK2A001772N000000000PAA.jpg,anon,tang
PK2A001776N000000000PAA.jpg,anon,tang
PK2A001777N000000000PAA.jpg,anon,tang
PK2A001780N000000000PAA.jpg,anon,tang
PK2A001782N000000000PAA.jpg,anon,tang
PK2A001783N000000000PAA.jpg,anon,tang
